,meteo_temp_max,meteo_temp_min,meteo_temp_mean,meteo_temp_max-min,meteo_pressure_max,meteo_pressure_min,meteo_pressure_mean,meteo_pressure_max-min,meteo_relhum_max,meteo_relhum_min,meteo_relhum_mean,meteo_relhum_max-min,meteo_wind_speed,meteo_precipitation,prtcl_elem_carbon_inPM10,prtcl_org_carbon_inPM10,prtcl_tot_carbon_inPM10,prtcl_sec_org_carbon_inOC,prtcl_elem_carbon_unit,prtcl_org_carbon_unit,prtcl_org_by_elem_carbon,prtcl_pm10_unit,prtcl_sec_carbon_unit,prtcl_tot_carbon_unit,no2,weekdays,weeknum,months,year,season,meteo_wind_direction_numerical
14-07-11,36.7,21.5,29.3,15.2,996,994,994.8,2,63,30,49,33,1.4,0,4.097373383,18.00186336,22.09923369,61.52061312,1.262455438,5.546614418,4.393513032,30.81133496,3.412311197,6.809068914,56.0582409,3,29,7,2011,2,202.5
15-07-11,27.5,19.7,21.8,7.8,1001.9,1000.9,1001.5,1,54,42,50,12,2.5,0,5.719761908,17.5414148,23.26117673,44.87439165,1.129923381,3.465258701,3.066808564,19.75472754,1.555013761,4.595182087,27.132624,4,29,7,2011,2,337.5
18-07-11,31.9,17.2,25.3,14.7,991.2,990.3,990.8,0.9,60,31,50,29,1.2,0,3.077242755,11.07291788,14.15016172,53.01710849,1.955110613,7.035122343,3.598324461,63.53449398,3.729818445,8.990233648,56.91083265,0,30,7,2011,2,0
19-07-11,29,16.6,22.8,12.4,993.2,988.3,990.6,4.9,83,44,68,39,0.6,10,6.502127247,16.37493528,22.87706257,32.87011012,2.277465909,5.735562448,2.51839662,35.026474,1.885285693,8.013028374,45.48549053,1,30,7,2011,2,112.5
20-07-11,27.6,18,20,9.6,989.2,985.3,986.9,3.9,92,47,68,45,1,0,3.969408726,13.13510066,17.10450811,48.91040297,1.396320929,4.620541049,3.309082427,35.17705093,2.259925246,6.01686153,44.21527566,2,30,7,2011,2,67.5
21-07-11,28.2,16.8,20.4,11.4,991.7,988.5,990,3.2,87,36,61,51,0.6,1.1,6.134389111,14.54744011,20.68183419,48.8107991,1.947334068,4.618019042,2.371457018,31.74454756,2.254091997,6.565354688,40.16726744,3,30,7,2011,2,135
22-07-11,28.7,12.9,22.2,15.8,993.4,991.4,992.3,2,82,36,59,46,0.9,4,9.400126129,17.39704606,26.79717219,34.40786382,1.278673806,2.366473257,1.850724748,13.60273031,0.814252896,3.645147063,27.29983112,4,30,7,2011,2,135
25-07-11,16.9,13.3,15.2,3.6,996.4,993.7,995.1,2.7,84,74,80,10,0.8,0,14.09445705,21.77333598,35.86780526,21.41910264,2.534290105,3.915010683,1.544815518,17.98075723,0.838560156,6.449302985,35.96310838,0,31,7,2011,2,67.5
26-07-11,22.1,13.6,17.7,8.5,1000.4,996.8,998.6,3.6,83,51,72,32,0.2,0,9.948355645,21.96911408,31.91746061,45.02916095,2.208424754,4.876899972,2.208316114,22.19889229,2.196027138,7.085322702,31.73406316,1,31,7,2011,2,67.5
27-07-11,27.2,12.1,21.6,15.1,1002.3,1001.2,1001.6,1.1,79,41,62,38,0.9,7.3,7.717843737,17.80450876,25.52234923,47.37893992,1.55806121,3.594334818,2.306927863,20.18777865,1.702957734,5.152395369,41.39436127,2,31,7,2011,2,180
28-07-11,21.6,16.6,17.2,5,1000.1,999.1,999.7,1,93,91,92,2,1.1,22.2,9.453230812,19.26114819,28.71439034,40.42120752,1.701263143,3.466357921,2.037520142,17.99663181,1.401143729,5.167623106,39.73059792,3,31,7,2011,2,270
29-07-11,24.2,14.7,19.4,9.5,998.8,997.4,997.9,1.4,84,54,74,30,1.1,0,9.358371288,22.83376838,32.19213476,50.24734199,1.416069035,3.455108945,2.439929735,15.13157569,1.736100408,4.871177237,29.73719184,4,31,7,2011,2,135
01-08-11,25.6,16.1,20,9.5,1000.4,999.1,999.8,1.3,80,54,71,26,0.8,0.8,9.914837642,22.81180124,32.72663888,47.2381961,1.819293088,4.185782341,2.300774059,18.34919697,1.977288071,6.005075428,28.39609536,0,32,8,2011,2,22.5
02-08-11,27.2,15.6,21.5,11.6,1003.2,1002.1,1002.6,1.1,79,53,69,26,0.6,0,10.02342807,24.45555926,34.47898173,50.24550913,2.072841234,5.057400653,2.439839853,20.67996319,2.541116707,7.13024073,26.92113159,1,32,8,2011,2,112.5
03-08-11,28.9,15.1,24.2,13.8,1003.6,1000.1,1001.8,3.5,79,49,67,30,0.6,0,8.769427355,27.64419889,36.41363112,61.49112481,1.640486295,5.171367246,3.152337977,18.70688048,3.179931888,6.811854453,34.02045833,2,32,8,2011,2,67.5
04-08-11,26.8,19.4,23.1,7.4,1000.8,998.7,999.6,2.1,85,53,68,32,1.1,0,4.988694623,19.05442682,24.04312145,68.21775011,1.039122769,3.968951853,3.819521592,20.82955257,2.707529657,5.008074622,25.66334189,3,32,8,2011,2,22.5
05-08-11,27.2,19.4,21.9,7.8,1001.4,999.6,1000.5,1.8,84,52,71,32,0.5,0,5.49239369,17.53143279,23.02382591,61.37450234,1.137248765,3.633584938,3.244666659,20.71627437,2.253044661,4.770833586,28.49965374,4,32,8,2011,2,0
08-08-11,31.6,18.5,22,13.1,997,993.1,994.6,3.9,77,49,67,28,2,16.3,5.996092757,16.00843875,22.00453038,54.53125457,1.235374761,3.298218022,2.669811726,20.60299617,1.798559666,4.53359255,31.33596559,0,33,8,2011,2,22.5
09-08-11,23.5,14.9,18.5,8.6,1003.6,1001.9,1002.8,1.7,88,48,72,40,0.3,0.3,7.89494657,20.25274883,28.14770474,52.67846475,1.147985048,2.944903125,2.565280037,14.54075765,1.551329755,4.092889531,41.55170483,1,33,8,2011,2,45
10-08-11,22.3,12.4,16.4,9.9,1007.5,1005.7,1006.6,1.8,81,39,62,42,1.9,0,9.148710954,21.89329205,31.04201975,49.27261866,1.081397868,2.58783554,2.393046645,11.82022116,1.275094337,3.669235386,31.4035,2,33,8,2011,2,67.5
11-08-11,24.9,9.5,18,15.4,1007.3,1002.3,1004.6,5,72,40,60,32,0.6,0,10.34299009,23.59006509,33.93305942,46.77562417,1.627719551,3.712467072,2.28077808,15.73741768,1.736529645,5.34018729,42.394725,3,33,8,2011,2,67.5
12-08-11,27,10.4,19.5,16.6,1000.7,997.4,998.7,3.3,76,39,63,37,0.9,0,4.576347045,20.96473524,25.54108229,73.50138491,0.960469426,4.400013159,4.581106947,20.9876877,3.234070608,5.360482585,22.15625053,4,33,8,2011,2,135
15-08-11,32.4,16.1,25.8,16.3,998.2,995.8,996.8,2.4,76,37,58,39,0.9,0.5,11.56523349,30.41311383,41.97834024,58.49861314,1.209136528,3.765972212,3.364748653,14.42236117,2.298165231,4.975108184,26.56690455,0,34,8,2011,2,337.5
16-08-11,27.7,18.5,21.8,9.2,1003.7,1002.4,1003.1,1.3,86,50,69,36,1.1,0,18.55411994,39.86149241,58.4155982,43.49584137,1.45780363,3.131931265,2.14839036,7.857034635,1.362259855,4.589733783,30.97755857,1,34,8,2011,2,0
17-08-11,29.9,15.2,23.2,14.7,1003.9,1002.2,1002.8,1.7,71,42,60,29,0.8,0,8.728111472,19.55900998,28.28712146,45.82897873,2.153226786,4.82521154,2.240921194,24.67001931,2.21134517,6.978438326,86.44857742,2,34,8,2011,2,22.5
18-08-11,31.5,16.2,24.5,15.3,1002.6,1001.7,1002.1,0.9,75,38,61,37,0,0,7.080059865,19.35003339,26.4301001,55.58304129,2.373195632,6.486020685,2.733032455,33.5194289,3.605127555,8.859218609,84.09526737,3,34,8,2011,2,0
19-08-11,35.2,17.2,24.8,18,1003.6,999.9,1001.8,3.7,77,39,62,38,0.9,0,5.547645288,19.8688376,25.41648288,66.10545313,1.233744771,4.41864489,3.581490267,22.23907095,2.920965227,5.652389661,42.09654117,4,34,8,2011,2,112.5
22-08-11,34.6,19.7,27.4,14.9,1004,1002.4,1003,1.6,80,41,64,39,0.7,0,5.029483829,18.83946106,23.86894077,67.59227471,1.935278651,7.249174674,3.745804083,38.4786733,4.89988206,9.184451738,54.6814402,0,35,8,2011,2,135
23-08-11,35.5,19.9,27.2,15.6,1003.3,1000.7,1001.8,2.6,70,32,53,38,0.9,0,4.442038285,16.10719305,20.54923182,66.52226703,2.086773621,7.566811318,3.626081545,46.97783962,5.033614431,9.653585169,55.53461053,1,35,8,2011,2,45
24-08-11,37.4,19,27.5,18.4,1000.7,998.6,999.3,2.1,67,25,50,42,0.2,0,8.185077676,19.20791277,27.39299044,48.27074331,3.382764673,7.938330133,2.346698899,41.32843703,3.831890962,11.3210948,71.16193873,2,35,8,2011,2,67.5
25-08-11,36.5,16.8,27,19.7,999.8,998.9,999.2,0.9,65,29,52,36,1,0,7.033492001,15.9083251,22.94181265,46.32894309,3.661450503,8.281454639,2.261796147,52.05736358,3.836710407,11.94290282,62.07668605,3,35,8,2011,2,67.5
26-08-11,36.5,16.8,26.8,19.7,999.1,996.4,997.7,2.7,76,25,51,51,1,0,5.518443752,17.96628279,23.48472933,62.71346758,1.505978246,4.902982119,3.255679244,27.28990842,3.074830102,6.408961128,32.19561432,4,35,8,2011,2,67.5
29-08-11,27.4,12.3,20.5,15.1,1001.1,997.4,998.9,3.7,70,39,60,31,0.2,0,4.388866606,17.04734454,21.43621434,68.74717716,1.261449674,4.899754113,3.884224805,28.74203722,3.368442641,6.161204705,43.68256149,0,36,8,2011,2,135
30-08-11,27.8,16.4,22.9,11.4,998,997.1,997.5,0.9,52,39,47,13,1.3,0,5.172152562,18.13577012,23.30792356,65.37985107,1.242984744,4.358434,3.506425982,24.03225212,2.849537658,5.601418953,43.9649,1,36,8,2011,2,112.5
31-08-11,28.5,13.3,21.6,15.2,999.6,998.2,998.7,1.4,68,37,57,31,0.5,0,5.236090378,16.63288021,21.86897218,61.78505122,2.175044063,6.909209877,3.176583865,41.53946755,4.268858861,9.0842546,50.2456,2,36,8,2011,2,247.5
01-09-11,31.7,14.6,24.8,17.1,999.5,997.3,998.3,2.2,78,32,55,46,1.2,0.4,5.958747136,15.42376742,21.38251451,53.10159249,2.206626005,5.711684939,2.588424557,37.03171077,3.032995661,7.918310928,62.28360833,3,36,9,2011,3,112.5
02-09-11,30.2,15.8,23,14.4,1000.7,998.7,999.7,2,88,42,72,46,0.9,13.1,7.492771986,19.32915944,26.82193141,52.9431171,1.817576906,4.688816619,2.579707414,24.25773678,2.482405673,6.506393519,40.94007833,4,36,9,2011,3,22.5
05-09-11,29,19.2,24.6,9.8,1001.9,998.4,999.6,3.5,83,46,63,37,1.7,1.2,8.827943841,13.56076109,22.38870114,20.97416299,1.602595695,2.461775668,1.536117734,18.1536689,0.516336841,4.064370675,33.15173608,0,37,9,2011,3,270
06-09-11,25.6,16,19.2,9.6,1009.1,1005.4,1007.3,3.7,87,41,66,46,0.4,0,10.66197498,17.52839119,28.19036283,26.16042139,2.183377199,3.589493478,1.644009784,20.47816847,0.939026619,5.772869992,57.04969167,1,37,9,2011,3,112.5
07-09-11,26.7,11.5,19.6,15.2,1001.7,997.4,999,4.3,73,41,62,32,0.2,0,8.865916026,17.36435753,26.23026951,38.01901101,2.003200694,3.923372718,1.958551996,22.59440185,1.491627505,5.926572497,41.21057309,2,37,9,2011,3,135
08-09-11,25.5,17.1,21.2,8.4,997.7,996.3,996.8,1.4,63,43,56,20,2.5,0,8.663773196,16.75135394,25.41512706,37.21574182,1.926503662,3.72488337,1.933494051,22.23631227,1.386242978,5.651387016,40.58866135,3,37,9,2011,3,180
09-09-11,27.5,17.7,21.3,9.8,1000.7,999.2,999.8,1.5,69,45,60,24,1.6,0,8.859214024,19.91610376,28.77531442,46.00116119,1.989681838,4.472937421,2.248066669,22.45889796,2.057603153,6.462618504,53.20858804,4,37,9,2011,3,292.5
12-09-11,32.1,17.2,24.2,14.9,1000.3,998.8,999.4,1.5,63,33,53,30,0.7,0,12.26485034,17.64639038,29.91124066,15.62768253,3.265335625,4.698091338,1.438777473,26.62352604,0.734202799,7.963426947,57.74768918,0,38,9,2011,3,45
13-09-11,31.2,17.3,23.4,13.9,1002.5,998.4,1000.1,4.1,72,37,58,35,0.8,0,9.038757854,18.22892232,27.26767296,39.80764085,2.866550698,5.781118473,2.016750821,31.7139893,2.301326879,8.647666885,60.39134615,1,38,9,2011,3,337.5
14-09-11,31.8,16,23.6,15.8,1001,997.8,999.5,3.2,81,31,57,50,1.4,1.3,8.184016924,15.30980523,23.49382667,35.10810443,2.088303234,3.90657987,1.870695695,25.51684892,1.371526141,5.994884255,39.03413034,2,38,9,2011,3,315
15-09-11,25.7,13.9,20.1,11.8,1004.6,1003.7,1004.2,0.9,71,35,54,36,1.1,0,10.32010569,15.44128789,25.76139351,18.86761692,2.399285851,3.589891872,1.496233503,23.2486558,0.677327046,5.989177708,24.34580619,3,38,9,2011,3,67.5
16-09-11,27.4,13.4,20.1,14,1004.7,1002,1003,2.7,71,38,58,33,0.9,0,5.512197958,20.85897196,26.37115875,67.92065347,1.844207906,6.978755352,3.784147834,33.45685187,4.740016239,8.82295952,53.55635659,4,38,9,2011,3,67.5
19-09-11,23.9,13.9,14.9,10,995.6,989.3,992.1,6.3,68,63,71,5,1.2,29.7,14.52757938,19.43169297,33.95928543,9.243816398,1.931627521,2.583692156,1.337572658,13.29627923,0.238831759,4.515321417,51.29238333,0,39,9,2011,3,292.5
20-09-11,20.2,12.5,16.3,7.7,1004.3,1001.2,1002.7,3.1,81,54,66,27,2.6,1.4,12.67453027,15.38599123,28.06052141,27.77500703,2.14761523,2.607054335,1.213929897,16.94433785,1.68135544,4.754669549,46.50477624,1,39,9,2011,3,337.5
21-09-11,22.6,15,18.2,7.6,1005.4,1003.2,1004.3,2.2,82,57,68,25,1.3,0,8.213419264,18.56921054,26.78262984,46.30619766,2.98390953,6.74613611,2.260838019,36.32968724,3.123879121,9.730045656,53.41900632,2,39,9,2011,3,135
22-09-11,22,12.7,16.9,9.3,1003.8,1002.8,1003.3,1,93,60,80,33,0.7,0,8.857732821,18.61739862,27.47513148,42.24398957,3.885502443,8.166643688,2.101824361,43.86565413,3.449916107,12.05214615,49.18779789,3,39,9,2011,3,225
23-09-11,24.1,12.8,16.8,11.3,1004.1,1001.9,1002.7,2.2,91,45,72,46,0.8,0,9.325451685,21.87548808,31.20093409,45.74056364,2.398728642,5.626897397,2.34578322,25.7223856,2.573774585,8.025624579,43.61950817,4,39,9,2011,3,112.5
26-09-11,25.2,10.3,17.4,14.9,1010,1008.7,1009.2,1.3,89,40,68,49,1,0,4.840289335,16.74072282,21.58101217,63.19894488,2.811890703,9.725262193,3.458620274,58.09344254,6.146263093,12.53715291,73.48043553,0,40,9,2011,3,112.5
27-09-11,25.7,11.3,18.5,14.4,1011.9,1011.4,1011.6,0.5,93,44,69,49,0.8,0,5.356564641,17.95483506,23.31139972,62.02759681,3.379897726,11.32918396,3.351930999,63.09823464,7.027220548,14.70908169,74.07213759,1,40,9,2011,3,0
28-09-11,25.2,10.9,19.8,14.3,1012.5,1011.3,1012,1.2,94,45,67,49,1.6,0,7.666356263,18.33475797,26.00111426,46.77974275,2.597918282,6.213147587,2.391586999,33.88726264,2.906494458,8.811065878,68.3097281,2,40,9,2011,3,0
29-09-11,23.8,10.2,15.7,13.6,1012.7,1011.7,1012.2,1,78,30,59,48,0.9,0,13.10273983,18.97203686,32.07477672,12.09545884,3.632439971,5.259570586,1.447944255,27.72275126,0.636169195,8.892010566,49.35404309,3,40,9,2011,3,337.5
30-09-11,25.4,9,17.5,16.4,1011.8,1011,1011.5,0.8,79,40,64,39,1,0,7.940582444,24.82932655,32.76991431,59.29473632,2.203876518,6.891279088,3.126889838,27.75459526,4.086165765,9.095157083,49.35404309,4,40,9,2011,3,315
03-10-11,26,9.9,16.6,16.1,1008.9,1007.3,1008,1.6,88,37,68,51,0.3,0,9.768466282,21.57737879,31.34583964,42.37766546,3.827745017,8.455032936,2.20888092,39.18470829,3.583045572,12.28277582,73.5920404,0,41,10,2011,3,67.5
04-10-11,26.3,9,17.1,17.3,1007.9,1006.2,1006.9,1.7,95,36,67,59,0.4,0,9.442956792,24.53496167,33.97791849,51.01244411,3.96676765,10.30656969,2.598228734,42.00768612,5.257633103,14.27333735,68.41954043,1,41,10,2011,3,22.5
05-10-11,25.9,9.4,17,16.5,1007.3,1005.7,1006.4,1.6,94,39,70,55,0.1,0,10.00273598,28.37841158,38.38114335,55.13642519,5.14842855,14.60642615,2.837064944,51.47020338,8.05346123,19.75485254,69.95701884,2,41,10,2011,3,0
06-10-11,25.7,9.7,18.2,16,1005.1,998.1,1001.3,7,95,44,66,51,0.3,0,8.830617188,24.68787351,33.51849072,54.47284333,3.824956719,10.6934822,2.795713254,43.31471559,5.825043803,14.51843892,85.15306947,3,41,10,2011,3,157.5
07-10-11,18.7,6,8.4,12.7,997.1,991.5,994.5,5.6,90,76,84,14,1.2,24.5,15.68264816,24.32225502,40.00490318,17.93108069,1.710931752,2.653487981,1.550902295,10.90971203,0.475799071,4.364419733,37.82270568,4,41,10,2011,3,0
10-10-11,13.3,1,8.7,12.3,1006,1004.2,1005,1.8,93,42,70,51,0.9,0,13.43102214,24.18190009,37.61292223,29.30612368,3.90756302,7.035376578,1.800451213,29.09356399,2.061796162,10.9429396,58.5553709,0,42,10,2011,3,67.5
11-10-11,21.5,8,13,13.5,1004,1001.7,1002.9,2.3,92,48,77,44,0.3,0,16.20377346,30.01875882,46.22253227,31.29527834,5.414147437,10.03013197,1.852578284,33.41288035,3.138957717,15.4442794,54.86955895,1,42,10,2011,3,67.5
12-10-11,20.2,8.4,15.2,11.8,1001.8,1000.6,1001.1,1.2,96,63,79,33,1.3,0,10.85923242,26.95044268,37.8096751,48.71428926,3.493204864,8.669435725,2.481799969,32.16806428,4.223253997,12.16264059,55.34817457,2,42,10,2011,3,135
13-10-11,15.6,6.7,10,8.9,1012.4,1005.5,1008.8,6.9,88,53,73,35,1.9,0,20.15095713,29.35015772,49.50111486,12.61268553,2.444970088,3.561133957,1.456514325,12.13327025,0.449154627,6.006104045,51.96852031,3,42,10,2011,3,315
14-10-11,13.6,3.4,9.2,10.2,1017,1013.1,1014.6,3.9,60,42,52,18,2.9,0,6.508237525,26.40986213,32.91809966,68.63390786,1.36410826,5.53543274,4.057913073,20.95971843,3.799183806,6.899541,27.12467762,4,42,10,2011,3,202.5
17-10-11,12.4,-3.4,4.4,15.8,1013.5,1010,1011.7,3.5,94,38,68,56,0.1,0,8.221934648,29.32922592,37.55116057,64.31903653,4.561644164,16.27226413,3.567192781,55.48139653,10.46616351,20.8339083,56.25299535,0,43,10,2011,3,22.5
18-10-11,15.5,-2.6,5.5,18.1,1008.9,1004.4,1006.2,4.5,92,31,68,61,0.8,0,9.16496401,25.99000395,35.15496796,55.11641153,4.327469796,12.27183838,2.835799892,47.2175318,6.763796944,16.59930818,88.74902174,1,43,10,2011,3,0
19-10-11,20.5,4.4,13.1,16.1,1003.5,1001.8,1002.4,1.7,82,48,70,34,2,8.9,8.235516542,21.31866917,29.55417753,50.83071339,2.085379313,5.39826633,2.588625626,25.32177918,2.743977286,7.483643572,52.07054876,2,43,10,2011,3,112.5
20-10-11,12.4,5.5,6.6,6.9,1010.7,1004.5,1007.6,6.2,91,86,89,5,1.7,26.4,17.43148549,31.36163442,48.79312208,29.25449286,1.764821153,3.17515543,1.799137224,10.12433022,0.928875619,4.939976802,52.97633913,3,43,10,2011,3,67.5
21-10-11,10.2,5.4,7.5,4.8,1012.8,1011.4,1011.9,1.4,97,62,78,35,1.1,0.2,2.626406615,22.92520202,25.5515951,85.41817287,0.826411879,7.213528619,8.728732976,31.46549641,6.161664346,8.039936238,42.10129841,4,43,10,2011,3,135
24-10-11,10.1,7.3,8.8,2.8,1005.1,1004.4,1004.6,0.7,95,81,86,14,0.3,0,5.83585562,24.04215651,29.87801403,69.104568,1.99430592,8.216004331,4.119731206,34.17332521,5.677634299,10.2103109,46.46633785,0,44,10,2011,3,67.5
25-10-11,11.5,8.1,9.6,3.4,1001.9,1001.3,1001.5,0.6,95,81,87,14,0.8,0,3.908321037,26.2638331,30.17215415,81.05933278,2.679303623,18.00486257,6.719978437,68.5538265,14.59462147,20.68416621,47.230864,1,44,10,2011,3,67.5
26-10-11,13.4,8.6,12.2,4.8,1003.6,1002.5,1002.9,1.1,93,80,85,13,1.8,10,4.502990115,22.73153187,27.23452101,74.78636606,2.065006781,10.42435499,5.048097217,45.85856794,7.795996279,12.48936132,45.99012792,2,44,10,2011,3,67.5
27-10-11,12.8,9.5,10.5,3.3,1008.3,1005.5,1007,2.8,94,88,90,6,1.1,0,3.021071455,19.97905155,23.00012302,80.75360994,2.049955614,13.55683555,6.613233698,67.85525086,10.9476341,15.60679117,66.47074167,3,44,10,2011,3,180
28-10-11,13.5,10.5,12.2,3,1012.7,1010.2,1011.5,2.5,93,81,88,12,0.4,0.4,1.972468381,24.39741799,26.36987591,89.70966919,1.216401281,15.04564068,12.36897799,61.66898759,13.49739448,16.2620355,41.57683078,4,44,10,2011,3,270
31-10-11,9.2,3,6.5,6.2,1009.2,1007.8,1008.4,1.4,98,96,97,2,0.4,0,3.216552954,21.37667903,24.59322972,80.84802251,1.50288,9.987891955,6.645834636,46.72330973,8.075013136,11.4907709,44.75191646,0,45,10,2011,3,247.5
01-11-11,9.6,7,9.2,2.6,1007.3,1006.7,1007,0.6,86,85,86,1,0.6,0,4.411595366,20.13801049,24.54960324,71.5445771,1.564242564,7.733811511,5.008360778,37.85880265,5.742829883,9.298053114,49.63686887,1,45,11,2011,3,112.5
02-11-11,9.1,7.7,8,1.4,1007.2,1006.1,1006.6,1.1,92,90,91,2,0.3,0,5.606637779,18.89934195,24.50597675,62.24113168,1.625605129,5.479731067,3.37088692,28.99429557,3.410646629,7.105335333,54.52182128,2,45,11,2011,3,22.5
03-11-11,10,5.2,6.4,4.8,1004.5,1001.4,1002.8,3.1,97,85,93,12,0.6,0,6.004362572,25.36367382,31.3680325,69.86869768,3.355147899,14.17284115,4.224207569,55.87850265,9.902379536,17.52798687,69.52021124,3,45,11,2011,3,22.5
04-11-11,19.5,3.5,13,16,1000.5,999.1,999.9,1.4,98,56,76,42,1.4,0,2.608538206,28.24637771,30.85491214,88.24567774,1.493171481,16.16870534,10.82843166,57.24169487,14.26818361,17.66187466,96.75719013,4,45,11,2011,3,112.5
07-11-11,13.1,7.2,10,5.9,1009.7,1006.3,1007.9,3.4,84,64,77,20,0.8,0,3.041670915,28.48551335,31.52719705,86.40900264,2.570002086,24.06829363,9.365087197,84.49310125,20.79717248,26.63830652,65.05482947,0,46,11,2011,3,135
08-11-11,10.5,3.4,6.7,7.1,1010.8,1009.4,1010,1.4,98,88,94,10,0.2,0,2.314943898,32.03447353,34.34941904,90.80215614,3.068353872,42.46025182,13.83812089,132.545496,38.55482416,45.52860784,59.34106187,1,46,11,2011,3,180
09-11-11,10.6,5.8,8.7,4.8,1008.8,1008,1008.4,0.8,99,85,93,14,0.5,0,2.448452667,24.78383157,27.23228344,87.42562473,2.007422054,20.31961276,10.12224247,81.98737434,17.7645484,22.32703417,70.63481326,2,46,11,2011,3,292.5
10-11-11,9.2,7.8,8.3,1.4,1007.7,1006.4,1007,1.3,96,90,94,6,0.7,0,4.462877906,21.98537924,26.44825761,74.16287433,1.978523145,9.746755925,4.926278447,44.33289879,7.228474348,11.72527928,41.98937576,3,46,11,2011,3,225
11-11-11,8.3,3.7,5.6,4.6,1017.7,1011.5,1014.5,6.2,73,54,66,19,3.1,0,1.171641261,29.89913509,31.07077635,95.01231307,0.889539237,22.70016829,25.51901856,75.92249147,21.56795496,23.58970753,58.77288483,4,46,11,2011,3,0
14-11-11,4.7,-5.4,-0.5,10.1,1016.6,1011.1,1013.7,5.5,97,80,90,17,0,0,2.601819711,32.65359296,35.25540426,89.85833226,3.288530714,41.27201547,12.55029041,126.3934891,37.08634479,44.56053555,75.3684,0,47,11,2011,3,315
15-11-11,7.1,-5.1,0.1,12.2,1008.9,1007.4,1008.2,1.5,94,67,85,27,0.1,0,2.721633324,28.1145737,30.83619936,87.67856574,3.601134291,37.19985149,10.33003728,132.3151896,32.61629624,40.80097563,98.27118768,1,47,11,2011,3,67.5
16-11-11,7.5,-3.6,-0.5,11.1,1011.1,1008.8,1009.8,2.3,97,69,87,28,0.3,0,1.405685149,28.13195011,29.53762949,93.64008412,2.465889433,49.34979826,20.01298095,175.4225998,46.2111926,51.81567758,87.89913751,2,47,11,2011,3,67.5
17-11-11,-1.2,-5.6,-2.4,4.4,1012.6,1012.1,1012.4,0.5,99,97,98,2,0.4,0,1.342601209,24.70157688,26.0441907,93.08192113,2.002450069,36.84167271,18.39829781,149.1470479,34.29293674,38.84414158,78.79423636,3,47,11,2011,3,202.5
18-11-11,-0.6,-2.7,-1.8,2.1,1012,1011.7,1011.8,0.3,99,98,98,1,0.7,0,0.869082942,23.1318875,24.00097262,95.21795887,0.6364547,16.94015359,26.61643256,73.23290668,16.13006848,17.57660988,49.29780985,4,47,11,2011,3,225
21-11-11,-2.9,-3.9,-3.3,1,1011.7,1010.6,1011.1,1.1,97,96,97,1,0.9,0,2.636948075,22.94690043,25.58385151,85.37349041,1.166249487,10.14878188,8.702067608,44.22724504,8.664369326,11.3150327,42.75263771,0,48,11,2011,3,135
22-11-11,-0.7,-3,-2,2.3,1011.9,1009.2,1010.1,2.7,96,93,95,3,0.6,0,2.079796574,23.09447117,25.17426703,88.53758865,1.174751799,13.04467557,11.10419714,56.48397608,11.5494412,14.21942697,34.46411957,1,48,11,2011,3,225
23-11-11,-0.1,-2.5,-0.8,2.4,1017.1,1013.7,1015.1,3.4,96,91,94,5,0.9,0,2.323591247,20.98037166,23.30396511,85.90355154,1.098807914,9.921451736,9.029286749,47.28920869,8.522879405,11.02026069,27.70113656,2,48,11,2011,3,112.5
24-11-11,1.1,-0.3,0.5,1.4,1021.4,1019.2,1020.3,2.2,96,93,94,3,1.2,0,2.098541469,21.6724949,23.77103596,87.67542932,1.059128709,10.93805477,10.32740845,50.4697536,9.58998648,11.99718328,36.79498779,3,48,11,2011,3,0
25-11-11,1.9,0.1,1,1.8,1019.7,1016,1017.7,3.7,93,88,91,5,0.8,0,2.360423574,25.430326,27.79073832,88.18588567,0.875831654,9.435884606,10.77362821,37.10485114,8.321118411,10.31171208,35.17694528,4,48,11,2011,3,45
28-11-11,9.5,-2,2.2,11.5,1015.1,1013.2,1014.4,1.9,100,73,89,27,0.3,0,4.902794342,35.34760677,40.25040553,82.34584991,4.498764149,32.43467602,7.209685805,91.75918537,26.70860963,36.93344422,96.58684296,0,49,11,2011,3,0
29-11-11,2.6,-2.5,-0.4,5.1,1013.6,1012,1012.7,1.6,100,98,99,2,0.6,0,3.849150036,31.12389509,34.97306095,84.25893724,2.558270682,20.685956,8.08591372,66.46326222,17.42976669,23.2442372,61.55988171,1,49,11,2011,3,337.5
30-11-11,0.6,-1,-0.2,1.6,1015.8,1013.1,1014.5,2.7,100,96,98,4,0.3,0,2.274940742,26.84950036,29.12444229,89.21557403,1.588452118,18.74736556,11.8022856,69.82388986,16.7255698,20.33581851,40.06153588,2,49,11,2011,3,315
01-12-11,0,-1.3,-0.8,1.3,1014.6,1012,1013,2.6,100,98,99,2,0.8,0,2.662317264,24.46046956,27.12278555,86.14654265,1.302206193,11.96422958,9.187661399,48.91250981,10.30677013,13.26643514,40.43594482,3,49,12,2011,0,22.5
02-12-11,3.2,-1.8,1,5,1007,1003.4,1004.7,3.6,99,97,98,2,0.3,0,2.964826077,37.04129956,40.00611275,89.81229971,1.635710288,20.43588163,12.49358262,55.17053093,18.35393526,22.07158481,18.14424444,4,49,12,2011,0,112.5
